房子名称,房子价格,房子地段,房子简介
全景落地窗首出租精装修全新家私家电配套齐全智能锁,5000, 八卦岭,1室1厅1卫 40㎡ 东南向 豪华装修 
地铁口一室一厅房子，精装修，拎包入住。,900, 坪地,1室1厅1卫 30㎡ 南向 精装修 
近沃尔玛，天虹购物方便 君钰府 新房精装修 东南 部分家私,6400, 新安,3室2厅3卫 89㎡ 东向 精装修 
观澜仁山智水，豪华装修5房，高楼层。家私家电齐全。看房方便。,15000, 观澜,5室2厅5卫 200.00㎡ 南北向 豪华装修 
业主直租 签约有优惠 居家一室 高楼层 视野好 随时看房,2500, 新安,1室1厅1卫 30.00㎡ 东南向 精装修 
豪方天际 新三房租8000，非诚勿扰,8000, 科技园,3室2厅3卫 78㎡ 东南向 豪华装修 
惊爆！青年城邦园 精装修 2室，只需4200元，抢租中,4200, 龙华,2室2厅2卫 57.88㎡ 南北向 精装修 
特价1980 宝湖新村豪装一房高楼层无遮挡 带大阳台落地窗,2400, 清湖,1室1厅1卫 40㎡ 东南向 精装修 
现租房有优惠 白金两房 装修保养好 看房方便,4200, 坪洲,2室2厅2卫 43.40㎡ 西南向 精装修 
近3号线大芬地铁站，大花园社区，人车分流,4300, 大芬,2室2厅2卫 69㎡ 东南向 精装修 
近地铁站 时尚复式公寓直租 拎包住 免费巴士 停车月卡可养宠,2500, 大学城,1室1厅1卫 48㎡ 南向 精装修 
四季御园次新装修三房出租，大社区，管理严格，采光好拎包入住,6500, 莲塘,3室2厅3卫 90.00㎡ 南北向 精装修 
新上地铁1号线  蚝业雅苑精装3房全齐看房子有钥匙,5300, 西乡,3室2厅3卫 95.00㎡ 东南向 精装修 
新上 冠铭花园 精装3房   拎包入住 可以预约看房,6500, 西丽,3室2厅3卫 90㎡ 南向 精装修 
（实惠大两房）客厅出阳台 中间楼层 看房电约,3500, 慢城,2室2厅2卫 68㎡ 南向 精装修 
福田可短租地铁口连锁公寓管家服务直租无中介无佣金好停车,1650, 上梅林,1室1卫 25㎡ 南向 精装修 
整租！希尔顿对面！大阳台采光好！精装修！简欧1房1厅！很漂亮,1986, 民治,1室1厅1卫 28㎡ 南向 精装修 
房东直招 免中间费 拎包入住 精装单间 随时看房,900, 后亭,1室1厅1卫 34㎡ 南向 简单装修 
聚宝花园 1室0厅1卫,1100, 莲塘,1室1卫 20㎡ 南北向 精装修 
5号线灵芝 水口花园 带电梯采光单间 拎包入住,1500, 新安,1室1卫 25㎡ 南向 精装修 
临地铁，丹郡花园，精装三房，业主急租 ！！,5150, 丹竹头,3室2厅3卫 104.33㎡ 南向 简单装修 
五号线上水径中海怡翠大社区 环境好 诚租中间两房,3500, 上水径,2室2厅2卫 72㎡ 南向 精装修 
深竹小区 1室0厅1卫,1180, 横岗,1室1卫 30㎡ 南向 精装修 
天之浩公寓 宝安西乡 独立一房一厅 家具齐全 楼下提供停车位,1880, 港隆城,1室1厅1卫 38㎡ 南向 精装修 
整租 南山地铁站上  光彩新世纪 2房1厅6500,6000, 南山中心区,2室1厅2卫 60㎡ 南向 精装修 
双地铁优势，公寓直租，无中介，签约立减500,1299, 大浪,1室1卫 28㎡ 南向 精装修 
固戍华庭 3室2厅1卫,3800, 固戍,3室2厅3卫 88㎡ 西南向 精装修 
碧海湾地铁站800M 业主直租 超正两房正在招租,3950, 西乡,2室1厅2卫 53㎡ 南向 简单装修 
一号线固戍地铁口附近， 火爆热租 精装公寓，拎包入住,1600, 固戍,1室1卫 19.00㎡ 东向 精装修 
宝中豪宅。壹号公馆252平豪装大户，可空房可带家电，业主诚租,21800, 宝安中心区,4室2厅4卫 240.00㎡ 南向 精装修 
创兴时代 2室2厅1卫,4800, 坂田,2室2厅2卫 51㎡ 南向 精装修 
坪洲地铁口精装两房，家私齐全，适合一家人居住,4200, 坪洲,2室1厅2卫 42.00㎡ 西南向 精装修 
实在房源）翠竹苑 近地铁物业 楼下大花园 电梯房,3500, 翠竹,2室1厅2卫 50㎡ 南北向 简单装修 
着急出租！少有的桂芳园五期精装一房甩了,3250, 大芬,1室2厅1卫 50.84㎡ 北向 精装修 
富豪花园(坂田) 1室1厅1卫,2600, 坂田,1室1厅1卫 42㎡ 南向 精装修 
上沙椰树村 1室0厅1卫 1280元月 精装修 电梯房,1280, 上沙,1室1卫 14㎡ 南北向 精装修 
梅花山庄独栋别墅带大院子，房间多，空间大！非常适合办公加居住,26000, 民治,8室3厅8卫 680㎡ 东南向 豪华装修 
维富大厦  后面厂房办公室招租   租金70一平,12000, 翠竹,4室2厅4卫 176㎡ 南向 精装修 
联城美园 1室1厅1卫,3900, 人民南,1室1厅1卫 38㎡ 南向 精装修 
双玺花园 海上世界综合体 17年新房 清爽简约2居室 看房约,15000, 蛇口,2室2厅2卫 88.0㎡ 东北向 精装修 
恒裕嘉城，品牌开发商，精装三房，拎包入住,2800, 龙岗中心城,3室2厅3卫 71㎡ 东南向 精装修 
公明合水口附近 青年公寓大小单间 家电齐全 拎包入住,450, 公明,1室1卫 12㎡ 南向 精装修 
创兴时代 2室1厅1卫,2980, 坂田,2室1厅2卫 58㎡ 南向 豪华装修 
华侨城华寓，精装修，家私全齐，1房2厅，看一线海景，拎包入住,8600, 宝华,1室1厅1卫 97.00㎡ 南向 豪华装修 
愉康花园卧室带阳台 临近11号线南山地铁 民用水电 省点交通,2400, 南山医院,1室1卫 23.00㎡ 西向 精装修 
劲爆！！！河东花园  好房只等有缘人，先看先得！！,1500, 宝安中心区,1室1卫 28.00㎡ 南北向 精装修 
隔圳新村 2室1厅1卫,3000, 民治,2室1厅2卫 65㎡ 东西向 豪华装修 
恒裕嘉城，大4房豪装，拎包入住,3800, 龙岗中心城,4室2厅4卫 89.00㎡ 南北向 豪华装修 
一号线固戍站A口30米 特价1650起,2850, 固戍,1室1厅1卫 35.00㎡ 东南向 精装修 
上沙塘晏村 1室0厅1卫,1450, 上沙,1室1卫 20㎡ 南向 精装修 
房子名称,房子价格,房子地段,房子简介
锦林新居精装一房出租，地铁九号线梅景站，近佐阾商圈，舒适,4000, 下梅林,1室1厅1卫 43.00㎡ 东向 毛坯 
"宇宏健康花城 朝南看花园,大5房,超高使用,精装修,看房方便",6800, 丹竹头,4室2厅4卫 121㎡ 南向 精装修 
清湖地铁 聚龙华府 豪华自住5房出租 南北通透 车位充足,8800, 清湖,5室2厅5卫 158㎡ 南向 豪华装修 
整租蟠龙居业主诚心出租 采光好  每户门配密码锁,4800, 西乡,4室1厅4卫 82.30㎡ 南向 精装修 
香蜜公园旁精装大四房急租，环境优美，装修保养好，车位充足,32000, 农科中心,4室2厅4卫 189㎡ 南北向 精装修 
万科实验旁 小户型两房配齐出租，房源可看 拎包入住,3300, 坪山,2室2厅2卫 76㎡ 南向 精装修 
宜城风景 精装两房 初次出租 拎包入住 适合居家！看房方便！,3500, 坪地,2室2厅 65.24㎡ 东南向 精装修 
诚信房源，价格合理，信息(图片)zhen实，房型很好，精装修,5300, 桃源居,3室2厅3卫 118.00㎡ 南向 精装修 
整租直租艾希小区两房出租房子精装大气高楼层免费停车可养宠物,2800, 葵涌,2室1厅2卫 65㎡ 南北向 精装修 
龙华地铁口壹成中心繁华小区大四房诚心出租,5900, 龙华,4室2厅4卫 89㎡ 南北向 精装修 
真实 急租，碧海新苑，三房，急租4200元，看房方便！！,4200, 碧海湾,3室2厅3卫 89.00㎡ 东南向 精装修 
颐安都会中央3期3房2卫出租 住家专修 视野采光通风好,4200, 大运,3室2厅3卫 89㎡ 南向 精装修 
5号线塘朗站，近塘朗城，宝能城，精装3房，已经空出，随时入住,9200, 大学城,3室2厅3卫 90㎡ 南北向 精装修 
西乡坪州地铁一号线 滨海花园 精装三房 家电全齐 拎包入住,6450, 西乡,3室2厅3卫 89㎡ 南向 精装修 
盈富家园精装公寓出租,1200, 坪山,1室1卫 40㎡ 南向 精装修 
一号线固戍站A口30米 特价1650起,2850, 固戍,1室1厅1卫 35.00㎡ 东南向 精装修 
翻身地铁豪华2房1厅空间大采光好 地铁公交便利3站直达科技园,3600, 宝安中心区,2室1厅2卫 47.00㎡ 东南向 豪华装修 
深圳湾公馆新房一线国际家私电器智能化管理,22000, 后海,4室2厅4卫 115.0㎡ 南北向 豪华装修 
天安云谷 1室0厅1卫,900, 坂田,1室1卫 22㎡ 南北向 豪华装修 
港隆城精装三房 全新现代化装修 家具齐全拎包入住 随时可看,5300, 港隆城,4室1厅4卫 64.00㎡ 东北向 精装修 
杨美地铁站150米，业主直租公寓，家电齐全，拎包入住。,650, 坂田,1室1卫 11㎡ 南向 精装修 
11号线福永地铁口，高楼层采光通风好，可做饭，可养宠物押一,1300, 福永,1室1厅1卫 32㎡ 南北向 精装修 
料坑新村 1室0厅1卫,650, 石岩,1室1卫 16㎡ 南向 精装修 
实图实价，采光通风非常好，通透，精装一房，可做饭，电梯,2580, 西丽,1室1厅1卫 30㎡ 东南向 精装修 
近地铁口 电梯房 家电家私齐全 通风好 采光好,1100, 坂田,1室1卫 25㎡ 南北向 精装修 
翻身地铁 豪华1大单间 酒店式公寓 电梯房 空间大 采光好,3080, 翻身路,1室1卫 42.00㎡ 东南向 豪华装修 
龙苑新村(龙岗) 3室1厅1卫,1600, 南联,3室1厅3卫 85㎡ 南向 简单装修 
上村精装单房 临近天虹 大仟里  家具家电齐 拎包入住,550, 公明,1室1卫 28.00㎡ 东南向 精装修 
宏发天汇城 3室2厅2卫 4000元月 配套齐全 精装修,4000, 公明,3室2厅3卫 89㎡ 南向 精装修 
龙城医院旁边，业主直租，精装大小单间，一房一厅，拎包入住。,600, 爱联,1室1卫 14㎡ 南向 精装修 
丽雅苑 4室2厅2卫,8800, 西丽,4室2厅4卫 108㎡ 南向 精装修 
龙华地铁口 万科泊寓直租 前四个月半价 毕业生押一付一特价,1298, 龙华,1室 20㎡ 南向 精装修 
上梅林地铁站  新出公寓 个.人出租 有停车位，家具齐全！,2000, 上梅林,1室1卫 13㎡ 南北向 精装修 
近固戍华庭 复式房 1680起,1680, 固戍,1室1厅1卫 20.00㎡ 东南向 精装修 
大靓花园 1室1厅1卫,1500, 长龙,1室1厅1卫 30㎡ 南向 
龙华清湖地铁站，玉翠，高坳新村，精装修公寓采光好1000起租,880, 龙华区政府,1室1卫 20㎡ 南北向 精装修 
年付免三个月，免三个月，跑路是狗,5300, 新安,3室2厅3卫 89㎡ 南北向 精装修 
南山西丽75号线公交直达 南北通透 配套齐全 可押一,1100, 西丽,1室1卫 25㎡ 东南向 精装修 
龙塘新村 1室0厅1卫,1680, 莱蒙水榭春天,1室1卫 25㎡ 东向 精装修 
田苑小区 3室2厅2卫 7500元月 南北通透 精装修,7500, 翠竹,3室2厅3卫 90㎡ 南北向 精装修 
南山科技园，华润城二期89平，2房，万象新天地旁,14000, 科技园,2室2厅2卫 89.00㎡ 南向 豪华装修 
惠名花园 带80平米花园 朝南 精装修,4500, 莲塘,3室2厅3卫 86㎡ 南向 精装修 
温馨雅苑 1室0厅1卫,600, 松岗,1室1卫 22㎡ 南向 精装修 
港隆城（鸿隆广场）精装2房 家具可配齐 随时可看房,3850, 港隆城,2室1厅2卫 49.00㎡ 东南向 精装修 
实拍！近地铁整租单间带独卫民水民电押一付一免费健身读书,1299, 龙华,1室1卫 30㎡ 南向 精装修 
配套齐全 ，随时看房，可以直接电话联系,3500, 后亭,2室2厅2卫 77㎡ 南北向 豪华装修 
桔子坑村 2室1厅1卫,3300, 横岗,2室1厅2卫 60㎡ 东南向 豪华装修 
海晖大厦 可2月！卧室朝阳 独立空间,2330, 南油,1室1卫 18.00㎡ 东向 精装修 
南山新房源，大新地铁站大一房，可领包入住，随时看房，独立厨卫,2000, 南头,1室1卫 30㎡ 南北向 精装修 
文汇花园 3室2厅1卫,4500, 新安,3室2厅3卫 91㎡ 南向 精装修 
房子名称,房子价格,房子地段,房子简介
实拍~免yong，简约2房~金领假日，带车位~拎包住，近地铁,5300, 赤尾,2室2厅2卫 68㎡ 东南向 精装修 
固戍地铁站附近电梯公寓招租 预定送网 配置齐全拎包入住,800, 固戍,1室1卫 14㎡ 西北向 精装修 
132超大4房中山公园海雅缤纷城附近园丁小学旁,12000, 南头,4室2厅4卫 132㎡ 南北向 精装修 
豪装一房出租 开放式厨房 随时入住 看房方便,5000, 黄贝岭,1室1卫 39㎡ 东南向 精装修 
看视频！改好大客厅，自住精装头一回出租保养非常好，看房预约哦,7300, 民治,3室2厅3卫 89㎡ 南向 精装修 
精装4房 全新装修 南北通透采光好 价格较同户型便宜,4300, 盐田,4室2厅4卫 77㎡ 北向 精装修 
名流印象花园二期 3室2厅1卫 2700元月 配套齐全,2700, 东莞,3室2厅3卫 89㎡ 南向 精装修 
大学城 公寓直租 免租一个月 免费巴士直达科技园 带阳台,2500, 大学城,1室1厅1卫 26㎡ 南向 精装修 
锦庐花园 朝南大三房 老客户房子 首次出租 看房方便有车位,14000, 农科中心,3室2厅3卫 87.00㎡ 北向 精装修 
急租！！真实好房！！招商果岭精美两房！诚心出租,4800, 西乡,2室1厅2卫 77㎡ 南向 简单装修 
桂芳园东南向中间楼层。家私齐全拎包入住,4000, 大芬,2室2厅2卫 72㎡ 东南向 精装修 
城建仁山智水，300平精装5房 空房出租，钥匙在手 随时看房,12000, 观澜,5室3厅5卫 300㎡ 南向 精装修 
家和盛世 精装3房 家电全齐 繁华地段,4500, 龙城国际,3室1厅3卫 88㎡ 南向 精装修 
外国语 精致两房 家私齐全 拎包入住 楼下自带购物广场,3500, 东莞,2室1厅2卫 55㎡ 南向 精装修 
洪浪地铁口业主急租 中粮天悦精装三房 户型方正 采光通风好,6980, 新安,3室2厅3卫 89.00㎡ 西向 精装修 
南山新房源，大新地铁站大一房，可领包入住，随时看房，独立厨卫,2000, 南头,1室1卫 30㎡ 南北向 精装修 
金茂礼都单间出租，可配家私，可住家办公放货，看房方便,3200, 华强北,1室1卫 24㎡ 南向 精装修 
1号线西乡 大一房一厅 带电梯 南北通透 拎包入住,2380, 西乡,1室1厅1卫 35㎡ 南向 精装修 
集悦城 1室0厅1卫,2222, 大学城,1室1卫 30㎡ 南向 精装修 
整租 一号线固戍站 单间仅1380 押一付一,1300, 固戍,1室1厅1卫 15.00㎡ 东南向 精装修 
科技园 松坪村(三期西区) 宜家家具！大落地窗！交通便利 采,2230, 科技园,1室1卫 23.00㎡ 南向 精装修 
精装修2房1厅 临近万盛百货 超大阳台 采光充足拎包入住,1800, 公明,2室1厅2卫 85㎡ 东南向 精装修 
山咀头村 1室1厅1卫,1500, 龙华中心区,1室1厅1卫 20㎡ 东向 精装修 
直租坪洲地铁站精装修大单间，押一付一拎包入住，交通便利,1250, 坪洲,1室1卫 14㎡ 南向 精装修 
金港豪庭，口岸一房，是自己心的安放，性价比极高,5500, 皇岗,1室1厅1卫 47.00㎡ 南北向 简单装修 
深圳十大山水豪宅（星河丹堤）D区五层带电梯别墅办公住家均可,50000, 梅林关口,6室3厅6卫 228㎡ 南向 豪华装修 
河滨花园 2室1厅1卫,2000, 石岩,2室1厅2卫 65㎡ 南向 精装修 
佳兆业中心40平大单房，采光通风都挺好！精装修，拎包即可入住,4000, 上步,1室1卫 40㎡ 东向 精装修 
爱联业主直租，家电齐全，独立厨卫，采光好，拎包入住。,500, 龙岗中心城,1室1卫 18㎡ 南向 精装修 
4号线精装修公寓，交通便利采光好，电梯房，停车方便拎包入住,1500, 福田中心区,1室1卫 30㎡ 南北向 精装修 
桥头村 1室0厅1卫,650, 桥头,1室1卫 25㎡ 南向 精装修 
深圳湾公馆全海景国际一线智能豪装酒店管家服务,32000, 后海,4室2厅4卫 113.0㎡ 南北向 豪华装修 
石厦村 1室0厅1卫 1350元月 配套齐全 电梯房,1350, 石厦,1室1卫 14㎡ 南北向 精装修 
福田八卦岭宿舍区整租一室一厅 精装修可短租押一 家私齐拎包住,2280, 八卦岭,1室1卫 30㎡ 南向 精装修 
三合华侨新村-C区 1室0厅1卫,1480, 大浪,1室1卫 23㎡ 南北向 豪华装修 
5号线翻身地铁 首月免租 质优价廉 停车方便 押一付一,1680, 宝安中心区,1室1卫 26㎡ 南向 精装修 
一号线直达科技园 白领的优秀人士看这里 家电齐全 上班方便,1580, 华侨城,1室1卫 15㎡ 南向 精装修 
免中介 4号 6号线双地铁口 1房 全新家私家电 民水民电,1299, 民治,1室1卫 31㎡ 南向 精装修 
田背花园 2室2厅1卫,2600, 观澜,2室2厅2卫 70㎡ 南向 豪华装修 
福田民乐白石龙地铁精装两房一厅，可长短租押一可做饭,1500, 梅林关口,1室1卫 25㎡ 南向 精装修 
置地逸轩 户型方正 一房一厅 拎包入住 手快就有 快抢租,3800, 人民南,1室1厅1卫 39㎡ 西向 精装修 
布吉 长龙 上水径东区 独栋新房 精装单间一房一厅实图拍摄,1380, 坂田,1室1卫 20㎡ 南向 精装修 
金怡阁 2室1厅1卫,3100, 泥岗,2室1厅2卫 45㎡ 南向 简单装修 
车位充足 楼下商场 豪华大四房全齐出租 南北通 急租随时看房,8100, 新安,4室2厅4卫 122.00㎡ 南向 精装修 
北欧进口高配置家居 南向三房两卫 安静舒适,22800, 科技园,3室2厅3卫 150.00㎡ 东南向 豪华装修 
1个月起租，租金打折！加福广场 独立密码锁 舒适更安全,2450, 保税区,1室1卫 22.00㎡ 东向 精装修 
